,name,x1,x2,y1,y2,classname,bbox
3575,4817.png,162,206,329,360,face_with_mask,"[162, 206, 329, 360]"
3576,4817.png,346,241,416,317,face_no_mask,"[346, 241, 416, 317]"
3577,4817.png,164,205,315,359,hat,"[164, 205, 315, 359]"
3578,4817.png,465,150,584,220,hat,"[465, 150, 584, 220]"
3579,4817.png,492,207,583,296,mask_colorful,"[492, 207, 583, 296]"
3580,4817.png,289,293,325,354,mask_colorful,"[289, 293, 325, 354]"
3581,4817.png,299,262,331,297,sunglasses,"[299, 262, 331, 297]"
3582,4817.png,469,199,575,250,sunglasses,"[469, 199, 575, 250]"
3583,4660.png,57,32,114,98,face_with_mask,"[57, 32, 114, 98]"
3584,4660.png,273,119,320,174,face_with_mask,"[273, 119, 320, 174]"
3585,4660.png,305,68,344,119,face_with_mask,"[305, 68, 344, 119]"
3586,4660.png,359,13,413,100,face_with_mask,"[359, 13, 413, 100]"
3587,4660.png,359,64,401,98,mask_surgical,"[359, 64, 401, 98]"
3588,4660.png,61,61,108,95,mask_surgical,"[61, 61, 108, 95]"
3589,4660.png,307,93,338,117,mask_surgical,"[307, 93, 338, 117]"
3590,4660.png,58,33,110,60,hat,"[58, 33, 110, 60]"
3591,4660.png,362,5,415,76,hat,"[362, 5, 415, 76]"
3592,4660.png,274,148,312,173,mask_colorful,"[274, 148, 312, 173]"
3593,4660.png,472,106,491,120,mask_surgical,"[472, 106, 491, 120]"
3594,4660.png,469,90,495,105,hat,"[469, 90, 495, 105]"
3595,4660.png,465,87,496,124,face_with_mask,"[465, 87, 496, 124]"
3596,3946.png,60,2,483,523,face_no_mask,"[60, 2, 483, 523]"
3597,5196.jpg,2180,0,3392,939,face_with_mask,"[2180, 0, 3392, 939]"
3598,5196.jpg,2545,200,3336,934,mask_surgical,"[2545, 200, 3336, 934]"
3599,5196.jpg,2581,102,3372,395,sunglasses,"[2581, 102, 3372, 395]"
3600,5224.jpg,3,16,1187,1518,face_with_mask,"[3, 16, 1187, 1518]"
3601,5224.jpg,1221,515,2303,1721,face_with_mask,"[1221, 515, 2303, 1721]"
3602,5224.jpg,1,302,934,1494,mask_surgical,"[1, 302, 934, 1494]"
3603,5224.jpg,1420,1014,2213,1722,mask_surgical,"[1420, 1014, 2213, 1722]"
3604,5224.jpg,206,177,1266,1033,eyeglasses,"[206, 177, 1266, 1033]"
3605,5224.jpg,1240,809,2120,1319,eyeglasses,"[1240, 809, 2120, 1319]"
3606,2643.png,314,6,510,249,face_other_covering,"[314, 6, 510, 249]"
3607,2643.png,317,6,507,196,helmet,"[317, 6, 507, 196]"
3608,3352.png,519,220,627,354,face_with_mask,"[519, 220, 627, 354]"
3609,3352.png,523,274,613,349,mask_surgical,"[523, 274, 613, 349]"
3610,3352.png,738,76,783,120,mask_surgical,"[738, 76, 783, 120]"
3611,3352.png,700,2,774,123,face_shield,"[700, 2, 774, 123]"
3612,3352.png,697,4,914,121,face_with_mask,"[697, 4, 914, 121]"
3613,3352.png,727,4,912,66,hair_net,"[727, 4, 912, 66]"
3614,3693.png,93,118,230,269,face_with_mask,"[93, 118, 230, 269]"
3615,3693.png,398,4,669,246,face_with_mask,"[398, 4, 669, 246]"
3616,3693.png,139,195,225,260,mask_colorful,"[139, 195, 225, 260]"
3617,3693.png,417,68,631,244,mask_colorful,"[417, 68, 631, 244]"
3618,3693.png,0,218,50,299,face_no_mask,"[0, 218, 50, 299]"
3619,3693.png,354,334,380,344,mask_colorful,"[354, 334, 380, 344]"
3620,3693.png,345,307,380,347,face_with_mask_incorrect,"[345, 307, 380, 347]"
3621,6420.png,331,150,538,462,face_with_mask,"[331, 150, 538, 462]"
3622,6420.png,43,138,284,374,face_with_mask,"[43, 138, 284, 374]"
3623,6420.png,118,237,287,375,mask_colorful,"[118, 237, 287, 375]"
3624,6420.png,339,296,533,465,mask_colorful,"[339, 296, 533, 465]"
3625,4217.png,106,1,517,609,balaclava_ski_mask,"[106, 1, 517, 609]"
3626,4217.png,104,0,516,607,face_other_covering,"[104, 0, 516, 607]"
3627,4217.png,108,2,518,607,face_other_covering,"[108, 2, 518, 607]"
3628,5601.jpg,1017,112,1864,1215,face_no_mask,"[1017, 112, 1864, 1215]"
3629,6389.jpg,585,47,1458,661,other,"[585, 47, 1458, 661]"
3630,6389.jpg,713,676,1422,1126,mask_colorful,"[713, 676, 1422, 1126]"
3631,6389.jpg,657,89,1463,1135,face_with_mask,"[657, 89, 1463, 1135]"
3632,1862.jpg,2548,524,4253,2675,face_other_covering,"[2548, 524, 4253, 2675]"
3633,1862.jpg,2722,988,3853,2003,sunglasses,"[2722, 988, 3853, 2003]"
3634,3648.png,157,273,437,655,face_with_mask,"[157, 273, 437, 655]"
3635,3648.png,96,113,181,221,face_with_mask,"[96, 113, 181, 221]"
3636,3648.png,2,256,141,430,face_with_mask,"[2, 256, 141, 430]"
3637,3648.png,190,88,258,179,face_with_mask,"[190, 88, 258, 179]"
3638,3648.png,296,153,370,250,face_with_mask,"[296, 153, 370, 250]"
3639,3648.png,405,96,521,375,face_with_mask_incorrect,"[405, 96, 521, 375]"
3640,3648.png,171,484,420,656,mask_surgical,"[171, 484, 420, 656]"
3641,3648.png,28,351,134,426,mask_surgical,"[28, 351, 134, 426]"
3642,3648.png,112,177,178,218,mask_surgical,"[112, 177, 178, 218]"
3643,3648.png,198,134,247,174,mask_surgical,"[198, 134, 247, 174]"
3644,3648.png,309,201,365,250,mask_surgical,"[309, 201, 365, 250]"
3645,3648.png,409,284,509,365,mask_surgical,"[409, 284, 509, 365]"
3646,3648.png,3,260,144,390,hair_net,"[3, 260, 144, 390]"
3647,3648.png,156,272,437,473,hair_net,"[156, 272, 437, 473]"
3648,3648.png,298,151,373,201,hair_net,"[298, 151, 373, 201]"
3649,3648.png,190,86,249,130,hair_net,"[190, 86, 249, 130]"
3650,3648.png,100,118,181,167,hair_net,"[100, 118, 181, 167]"
3651,3648.png,413,100,519,204,hair_net,"[413, 100, 519, 204]"
3652,3232.png,95,2,501,395,face_other_covering,"[95, 2, 501, 395]"
3653,3232.png,98,4,495,392,helmet,"[98, 4, 495, 392]"
3654,3724.png,311,236,378,324,face_with_mask,"[311, 236, 378, 324]"
3655,3724.png,318,289,362,317,mask_colorful,"[318, 289, 362, 317]"
3656,3724.png,318,270,369,292,sunglasses,"[318, 270, 369, 292]"
3657,4608.png,151,129,499,519,face_with_mask,"[151, 129, 499, 519]"
3658,4608.png,170,199,436,421,eyeglasses,"[170, 199, 436, 421]"
3659,4608.png,217,255,492,514,mask_colorful,"[217, 255, 492, 514]"
3660,2074.jpg,925,990,2131,2321,face_other_covering,"[925, 990, 2131, 2321]"
3661,2074.jpg,794,1579,1546,1935,sunglasses,"[794, 1579, 1546, 1935]"
3662,5924.jpg,422,39,602,236,face_no_mask,"[422, 39, 602, 236]"
3663,5924.jpg,816,79,967,262,face_other_covering,"[816, 79, 967, 262]"
3664,5924.jpg,659,365,831,555,face_other_covering,"[659, 365, 831, 555]"
3665,5924.jpg,361,338,559,551,face_other_covering,"[361, 338, 559, 551]"
3666,5924.jpg,6,350,205,562,face_other_covering,"[6, 350, 205, 562]"
3667,5924.jpg,2,346,209,455,hat,"[2, 346, 209, 455]"
3668,5924.jpg,362,338,558,465,hat,"[362, 338, 558, 465]"
3669,5924.jpg,659,363,834,485,hat,"[659, 363, 834, 485]"
3670,5924.jpg,816,71,967,202,hat,"[816, 71, 967, 202]"
3671,5924.jpg,46,442,178,480,eyeglasses,"[46, 442, 178, 480]"
3672,5924.jpg,409,429,551,472,eyeglasses,"[409, 429, 551, 472]"
3673,1925.jpg,577,154,670,234,mask_surgical,"[577, 154, 670, 234]"
3674,1925.jpg,565,118,675,243,face_shield,"[565, 118, 675, 243]"
3675,1925.jpg,558,51,717,231,face_with_mask,"[558, 51, 717, 231]"
3676,1925.jpg,548,89,695,253,face_with_mask,"[548, 89, 695, 253]"
3677,3054.png,352,32,557,336,face_with_mask,"[352, 32, 557, 336]"
3678,3054.png,368,207,541,331,mask_colorful,"[368, 207, 541, 331]"
3679,3695.png,278,263,332,323,face_with_mask,"[278, 263, 332, 323]"
3680,3695.png,204,250,252,311,face_with_mask_incorrect,"[204, 250, 252, 311]"
3681,3695.png,286,296,315,319,mask_colorful,"[286, 296, 315, 319]"
3682,3695.png,227,291,243,303,mask_surgical,"[227, 291, 243, 303]"
3683,3695.png,274,264,333,298,hat,"[274, 264, 333, 298]"
3684,3695.png,9,331,34,365,face_with_mask_incorrect,"[9, 331, 34, 365]"
3685,3695.png,12,354,23,365,mask_colorful,"[12, 354, 23, 365]"
3686,3695.png,116,341,134,362,mask_colorful,"[116, 341, 134, 362]"
3687,3695.png,8,327,36,369,face_with_mask,"[8, 327, 36, 369]"
3688,3695.png,113,331,135,364,face_with_mask,"[113, 331, 135, 364]"
3689,4273.png,240,196,302,261,face_with_mask,"[240, 196, 302, 261]"
3690,4273.png,247,230,285,261,mask_surgical,"[247, 230, 285, 261]"
3691,5547.jpg,175,15,312,214,face_no_mask,"[175, 15, 312, 214]"
3692,5547.jpg,328,4,485,188,face_other_covering,"[328, 4, 485, 188]"
3693,5547.jpg,331,9,483,152,turban,"[331, 9, 483, 152]"
3694,3392.png,127,2,604,502,face_with_mask,"[127, 2, 604, 502]"
3695,3392.png,308,240,596,497,mask_colorful,"[308, 240, 596, 497]"
3696,2185.png,828,122,934,228,face_with_mask,"[828, 122, 934, 228]"
3697,2185.png,302,33,411,153,face_with_mask,"[302, 33, 411, 153]"
3698,2185.png,833,180,873,220,mask_colorful,"[833, 180, 873, 220]"
3699,2185.png,320,104,368,153,mask_colorful,"[320, 104, 368, 153]"
3700,2185.png,303,66,375,151,face_shield,"[303, 66, 375, 151]"
3701,2185.png,831,142,895,226,face_shield,"[831, 142, 895, 226]"
3702,4688.png,385,12,721,432,face_with_mask,"[385, 12, 721, 432]"
3703,4688.png,150,236,361,497,face_with_mask,"[150, 236, 361, 497]"
3704,4688.png,157,354,308,491,mask_colorful,"[157, 354, 308, 491]"
3705,4688.png,418,233,667,421,mask_colorful,"[418, 233, 667, 421]"
3706,2011.jpg,881,6,1416,510,face_no_mask,"[881, 6, 1416, 510]"
3707,2011.jpg,160,252,686,836,face_no_mask,"[160, 252, 686, 836]"
3708,5912.jpg,317,33,444,221,face_no_mask,"[317, 33, 444, 221]"
3709,2599.png,96,7,338,396,face_with_mask,"[96, 7, 338, 396]"
3710,2599.png,112,250,315,395,mask_colorful,"[112, 250, 315, 395]"
3711,2599.png,120,218,333,288,eyeglasses,"[120, 218, 333, 288]"
3712,1836.jpg,395,6,780,383,face_with_mask,"[395, 6, 780, 383]"
3713,1836.jpg,377,4,714,419,face_with_mask,"[377, 4, 714, 419]"
3714,1836.jpg,385,115,574,264,goggles,"[385, 115, 574, 264]"
3715,1836.jpg,395,221,622,405,mask_surgical,"[395, 221, 622, 405]"
3716,1836.jpg,370,1,835,155,hair_net,"[370, 1, 835, 155]"
3717,2084.jpg,414,4,550,192,face_with_mask,"[414, 4, 550, 192]"
3718,2084.jpg,607,75,670,148,face_with_mask,"[607, 75, 670, 148]"
3719,2084.jpg,29,74,146,182,face_with_mask,"[29, 74, 146, 182]"
3720,2084.jpg,418,101,513,195,mask_colorful,"[418, 101, 513, 195]"
3721,2084.jpg,73,124,140,187,mask_surgical,"[73, 124, 140, 187]"
3722,2084.jpg,612,106,660,145,mask_colorful,"[612, 106, 660, 145]"
3723,2084.jpg,418,79,521,118,sunglasses,"[418, 79, 521, 118]"
3724,2084.jpg,660,93,693,137,face_with_mask,"[660, 93, 693, 137]"
3725,2084.jpg,665,106,688,117,eyeglasses,"[665, 106, 688, 117]"
3726,2084.jpg,664,114,687,135,mask_colorful,"[664, 114, 687, 135]"
3727,2084.jpg,680,101,724,160,face_other_covering,"[680, 101, 724, 160]"
3728,2084.jpg,717,110,756,167,face_other_covering,"[717, 110, 756, 167]"
3729,2084.jpg,758,99,802,150,face_other_covering,"[758, 99, 802, 150]"
3730,2084.jpg,761,102,799,147,turban,"[761, 102, 799, 147]"
3731,2084.jpg,715,111,752,165,turban,"[715, 111, 752, 165]"
3732,2084.jpg,681,105,724,160,turban,"[681, 105, 724, 160]"
3733,2990.png,105,11,322,302,face_with_mask,"[105, 11, 322, 302]"
3734,2990.png,164,188,272,284,mask_colorful,"[164, 188, 272, 284]"
3735,6182.jpg,709,271,871,475,face_no_mask,"[709, 271, 871, 475]"
3736,3240.png,777,38,860,143,face_with_mask,"[777, 38, 860, 143]"
3737,3240.png,334,197,421,295,face_with_mask,"[334, 197, 421, 295]"
3738,3240.png,187,179,292,334,face_with_mask,"[187, 179, 292, 334]"
3739,3240.png,235,264,290,331,mask_surgical,"[235, 264, 290, 331]"
3740,3240.png,356,245,417,293,mask_surgical,"[356, 245, 417, 293]"
3741,3240.png,780,88,833,141,mask_surgical,"[780, 88, 833, 141]"
3742,3240.png,354,196,415,258,face_shield,"[354, 196, 415, 258]"
3743,3240.png,197,184,292,261,face_shield,"[197, 184, 292, 261]"
3744,3240.png,232,244,280,269,eyeglasses,"[232, 244, 280, 269]"
3745,3240.png,366,229,407,249,eyeglasses,"[366, 229, 407, 249]"
3746,3240.png,136,188,255,292,hair_net,"[136, 188, 255, 292]"
3747,3240.png,302,197,392,275,hair_net,"[302, 197, 392, 275]"
3748,3240.png,715,122,759,164,face_shield,"[715, 122, 759, 164]"
3749,3240.png,724,142,754,155,mask_colorful,"[724, 142, 754, 155]"
3750,3240.png,720,108,758,129,hair_net,"[720, 108, 758, 129]"
3751,3240.png,715,102,764,159,face_with_mask,"[715, 102, 764, 159]"
3752,5209.jpg,1437,620,1904,1177,face_with_mask,"[1437, 620, 1904, 1177]"
3753,5209.jpg,1439,599,1935,1200,hood,"[1439, 599, 1935, 1200]"
3754,5209.jpg,1502,890,1865,1163,mask_surgical,"[1502, 890, 1865, 1163]"
3755,4297.png,325,90,363,147,face_with_mask,"[325, 90, 363, 147]"
3756,4297.png,328,110,362,145,mask_colorful,"[328, 110, 362, 145]"
3757,6385.jpg,249,2,380,192,face_no_mask,"[249, 2, 380, 192]"
3758,1857.jpg,318,27,540,345,face_no_mask,"[318, 27, 540, 345]"
3759,6229.jpg,402,108,758,562,face_no_mask,"[402, 108, 758, 562]"
3760,3481.png,347,258,417,331,face_other_covering,"[347, 258, 417, 331]"
3761,3481.png,368,283,416,311,goggles,"[368, 283, 416, 311]"
3762,3481.png,360,266,414,306,turban,"[360, 266, 414, 306]"
3763,5496.jpg,260,76,356,193,face_other_covering,"[260, 76, 356, 193]"
3764,5496.jpg,277,118,350,153,sunglasses,"[277, 118, 350, 153]"
3765,3265.png,384,0,708,477,face_with_mask,"[384, 0, 708, 477]"
3766,3265.png,59,166,371,587,face_with_mask,"[59, 166, 371, 587]"
3767,3265.png,78,381,353,583,mask_colorful,"[78, 381, 353, 583]"
3768,3265.png,388,257,698,469,mask_colorful,"[388, 257, 698, 469]"
3769,2231.png,326,98,374,160,face_with_mask,"[326, 98, 374, 160]"
3770,2231.png,411,113,459,172,face_with_mask,"[411, 113, 459, 172]"
3771,2231.png,415,144,457,169,mask_surgical,"[415, 144, 457, 169]"
3772,2231.png,339,130,369,160,mask_colorful,"[339, 130, 369, 160]"
3773,1934.jpg,12,19,875,1475,face_no_mask,"[12, 19, 875, 1475]"
3774,6167.jpg,462,109,569,236,face_no_mask,"[462, 109, 569, 236]"
3775,5670.jpg,431,306,629,569,face_no_mask,"[431, 306, 629, 569]"
3776,4018.png,737,120,852,296,face_with_mask,"[737, 120, 852, 296]"
3777,4018.png,489,202,609,352,face_with_mask,"[489, 202, 609, 352]"
3778,4018.png,496,290,582,350,mask_surgical,"[496, 290, 582, 350]"
3779,4018.png,740,220,805,297,mask_colorful,"[740, 220, 805, 297]"
3780,4018.png,735,194,785,227,eyeglasses,"[735, 194, 785, 227]"
3781,4018.png,661,0,777,131,face_no_mask,"[661, 0, 777, 131]"
3782,4018.png,452,2,564,101,face_no_mask,"[452, 2, 564, 101]"
3783,4018.png,167,21,271,132,face_no_mask,"[167, 21, 271, 132]"
3784,4018.png,768,29,869,123,face_no_mask,"[768, 29, 869, 123]"
3785,4018.png,615,36,676,135,face_other_covering,"[615, 36, 676, 135]"
3786,4018.png,857,159,921,281,face_other_covering,"[857, 159, 921, 281]"
3787,4018.png,621,76,669,100,eyeglasses,"[621, 76, 669, 100]"
3788,4018.png,856,239,907,266,eyeglasses,"[856, 239, 907, 266]"
3789,4601.png,490,0,623,158,face_with_mask,"[490, 0, 623, 158]"
3790,4601.png,572,14,727,180,face_with_mask,"[572, 14, 727, 180]"
3791,4601.png,584,83,644,133,eyeglasses,"[584, 83, 644, 133]"
3792,4601.png,565,16,726,86,hat,"[565, 16, 726, 86]"
3793,4601.png,489,78,579,155,mask_surgical,"[489, 78, 579, 155]"
3794,4601.png,575,132,660,179,mask_surgical,"[575, 132, 660, 179]"
3795,2764.png,153,36,420,376,face_with_mask,"[153, 36, 420, 376]"
3796,2764.png,167,210,397,377,mask_surgical,"[167, 210, 397, 377]"
3797,2607.png,196,150,271,243,face_with_mask,"[196, 150, 271, 243]"
3798,2607.png,213,209,261,242,mask_surgical,"[213, 209, 261, 242]"
3799,2607.png,193,146,274,246,hood,"[193, 146, 274, 246]"
3800,3062.png,199,291,255,376,face_with_mask,"[199, 291, 255, 376]"
3801,3062.png,198,336,231,374,mask_surgical,"[198, 336, 231, 374]"
3802,2377.png,309,23,609,433,face_other_covering,"[309, 23, 609, 433]"
3803,2377.png,313,193,606,339,goggles,"[313, 193, 606, 339]"
3804,2377.png,335,25,606,206,hat,"[335, 25, 606, 206]"
3805,4386.png,303,23,352,54,hat,"[303, 23, 352, 54]"
3806,4386.png,306,53,347,68,sunglasses,"[306, 53, 347, 68]"
3807,4386.png,302,21,355,92,face_other_covering,"[302, 21, 355, 92]"
3808,4386.png,305,68,349,100,scarf_bandana,"[305, 68, 349, 100]"
3809,2888.png,325,65,404,167,face_other_covering,"[325, 65, 404, 167]"
3810,2888.png,325,69,402,170,balaclava_ski_mask,"[325, 69, 402, 170]"
3811,6199.jpg,1072,114,1457,342,other,"[1072, 114, 1457, 342]"
3812,6199.jpg,1012,160,1461,671,face_other_covering,"[1012, 160, 1461, 671]"
3813,2655.png,48,42,495,475,face_with_mask,"[48, 42, 495, 475]"
3814,2655.png,183,261,405,466,mask_surgical,"[183, 261, 405, 466]"
3815,2655.png,43,36,496,412,hat,"[43, 36, 496, 412]"
3816,4059.png,28,98,479,599,face_other_covering,"[28, 98, 479, 599]"
3817,4059.png,29,100,475,420,helmet,"[29, 100, 475, 420]"
3818,4059.png,227,245,475,418,goggles,"[227, 245, 475, 418]"
3819,5734.png,1011,53,1201,263,face_with_mask,"[1011, 53, 1201, 263]"
3820,5734.png,1009,52,1202,264,hijab_niqab,"[1009, 52, 1202, 264]"
3821,5734.png,1009,179,1123,260,mask_surgical,"[1009, 179, 1123, 260]"
3822,5734.png,273,284,416,405,mask_surgical,"[273, 284, 416, 405]"
3823,5734.png,266,128,481,414,hijab_niqab,"[266, 128, 481, 414]"
3824,5734.png,263,121,486,419,face_with_mask,"[263, 121, 486, 419]"
3825,3833.png,399,3,828,476,face_with_mask,"[399, 3, 828, 476]"
3826,3833.png,403,220,782,474,mask_surgical,"[403, 220, 782, 474]"
3827,2429.png,237,75,446,382,face_with_mask,"[237, 75, 446, 382]"
3828,2429.png,275,248,437,372,mask_surgical,"[275, 248, 437, 372]"
3829,2222.png,70,7,391,319,face_with_mask,"[70, 7, 391, 319]"
3830,2222.png,155,144,384,316,mask_colorful,"[155, 144, 384, 316]"
3831,2222.png,27,2,428,349,hood,"[27, 2, 428, 349]"
3832,6331.jpg,417,56,559,233,face_no_mask,"[417, 56, 559, 233]"
3833,5939.jpg,418,2,498,94,face_no_mask,"[418, 2, 498, 94]"
3834,5939.jpg,285,9,369,101,face_no_mask,"[285, 9, 369, 101]"
3835,5939.jpg,653,94,713,165,face_no_mask,"[653, 94, 713, 165]"
3836,5939.jpg,120,236,200,311,face_no_mask,"[120, 236, 200, 311]"
3837,4249.png,642,3,727,118,face_with_mask,"[642, 3, 727, 118]"
3838,4249.png,752,125,840,229,face_with_mask,"[752, 125, 840, 229]"
3839,4249.png,593,250,689,359,face_with_mask,"[593, 250, 689, 359]"
3840,4249.png,698,312,818,435,face_with_mask,"[698, 312, 818, 435]"
3841,4249.png,303,453,419,576,face_with_mask,"[303, 453, 419, 576]"
3842,4249.png,170,150,271,248,face_no_mask,"[170, 150, 271, 248]"
3843,4249.png,297,453,424,530,hat,"[297, 453, 424, 530]"
3844,4249.png,698,315,818,386,hat,"[698, 315, 818, 386]"
3845,4249.png,641,58,722,115,mask_surgical,"[641, 58, 722, 115]"
3846,4249.png,756,179,825,225,mask_surgical,"[756, 179, 825, 225]"
3847,4249.png,309,521,403,574,mask_surgical,"[309, 521, 403, 574]"
3848,4249.png,596,308,678,359,mask_surgical,"[596, 308, 678, 359]"
3849,4249.png,714,388,784,431,mask_surgical,"[714, 388, 784, 431]"
3850,4249.png,751,168,816,190,eyeglasses,"[751, 168, 816, 190]"
3851,4249.png,307,1,415,115,face_no_mask,"[307, 1, 415, 115]"
3852,4249.png,15,196,102,312,face_no_mask,"[15, 196, 102, 312]"
3853,4249.png,71,86,153,196,face_no_mask,"[71, 86, 153, 196]"
3854,2051.jpg,447,20,511,101,face_with_mask,"[447, 20, 511, 101]"
3855,2051.jpg,134,61,201,147,face_with_mask,"[134, 61, 201, 147]"
3856,2051.jpg,40,62,111,136,face_with_mask,"[40, 62, 111, 136]"
3857,2051.jpg,454,50,495,92,mask_colorful,"[454, 50, 495, 92]"
3858,2051.jpg,139,89,185,139,mask_colorful,"[139, 89, 185, 139]"
3859,2051.jpg,45,86,84,131,mask_colorful,"[45, 86, 84, 131]"
3860,6179.jpg,248,93,325,165,face_no_mask,"[248, 93, 325, 165]"
3861,6179.jpg,433,64,495,138,face_no_mask,"[433, 64, 495, 138]"
3862,4374.png,243,32,674,512,face_with_mask,"[243, 32, 674, 512]"
3863,4374.png,248,289,650,505,mask_colorful,"[248, 289, 650, 505]"
3864,2570.png,208,41,368,215,face_other_covering,"[208, 41, 368, 215]"
3865,2570.png,210,108,369,147,sunglasses,"[210, 108, 369, 147]"
3866,5698.jpg,85,11,279,275,face_no_mask,"[85, 11, 279, 275]"
3867,2925.png,295,70,468,306,face_with_mask,"[295, 70, 468, 306]"
3868,2925.png,314,197,455,299,mask_colorful,"[314, 197, 455, 299]"
3869,6407.png,658,105,746,196,hat,"[658, 105, 746, 196]"
3870,6407.png,719,129,769,165,sunglasses,"[719, 129, 769, 165]"
3871,6407.png,733,163,791,216,mask_surgical,"[733, 163, 791, 216]"
3872,6407.png,659,104,791,217,face_with_mask_incorrect,"[659, 104, 791, 217]"
3873,2628.png,125,37,425,367,face_other_covering,"[125, 37, 425, 367]"
3874,2628.png,122,32,426,346,helmet,"[122, 32, 426, 346]"
3875,2780.png,314,144,387,236,face_with_mask,"[314, 144, 387, 236]"
3876,2780.png,329,193,383,233,mask_colorful,"[329, 193, 383, 233]"
3877,2780.png,99,72,155,161,face_no_mask,"[99, 72, 155, 161]"
3878,4762.png,411,6,520,161,face_with_mask,"[411, 6, 520, 161]"
3879,4762.png,418,78,509,158,mask_colorful,"[418, 78, 509, 158]"
3880,4028.png,417,15,513,139,face_with_mask,"[417, 15, 513, 139]"
3881,4028.png,426,70,494,135,mask_colorful,"[426, 70, 494, 135]"
3882,4028.png,430,44,501,85,eyeglasses,"[430, 44, 501, 85]"
3883,4109.png,135,151,350,459,face_with_mask,"[135, 151, 350, 459]"
3884,4109.png,147,278,343,456,mask_colorful,"[147, 278, 343, 456]"
3885,6061.jpg,233,3,562,402,face_no_mask,"[233, 3, 562, 402]"
3886,5044.jpg,1274,76,1485,369,face_with_mask,"[1274, 76, 1485, 369]"
3887,5044.jpg,498,120,741,442,face_with_mask,"[498, 120, 741, 442]"
3888,5044.jpg,522,255,719,436,mask_surgical,"[522, 255, 719, 436]"
3889,5044.jpg,1284,248,1463,365,mask_surgical,"[1284, 248, 1463, 365]"
3890,1887.jpg,101,5,655,636,face_with_mask,"[101, 5, 655, 636]"
3891,1887.jpg,236,258,643,614,mask_surgical,"[236, 258, 643, 614]"
3892,5434.jpg,206,104,598,725,face_other_covering,"[206, 104, 598, 725]"
3893,5434.jpg,216,359,587,489,eyeglasses,"[216, 359, 587, 489]"
3894,5434.jpg,146,177,649,837,face_shield,"[146, 177, 649, 837]"
3895,6082.jpg,147,99,279,174,eyeglasses,"[147, 99, 279, 174]"
3896,6082.jpg,127,10,292,228,face_other_covering,"[127, 10, 292, 228]"
3897,3534.png,138,52,464,434,face_with_mask,"[138, 52, 464, 434]"
3898,3534.png,151,235,397,432,mask_colorful,"[151, 235, 397, 432]"
3899,3898.png,298,13,365,124,face_with_mask,"[298, 13, 365, 124]"
3900,3898.png,102,70,201,195,face_with_mask,"[102, 70, 201, 195]"
3901,3898.png,399,55,515,207,face_with_mask,"[399, 55, 515, 207]"
3902,3898.png,102,70,202,134,hair_net,"[102, 70, 202, 134]"
3903,3898.png,300,13,367,66,hair_net,"[300, 13, 367, 66]"
3904,3898.png,399,55,516,130,hair_net,"[399, 55, 516, 130]"
3905,3898.png,406,142,454,206,mask_surgical,"[406, 142, 454, 206]"
3906,3898.png,129,155,188,193,mask_surgical,"[129, 155, 188, 193]"
3907,3898.png,303,75,355,123,mask_surgical,"[303, 75, 355, 123]"
3908,3898.png,398,134,417,152,eyeglasses,"[398, 134, 417, 152]"
3909,3898.png,302,63,356,85,eyeglasses,"[302, 63, 356, 85]"
3910,3093.png,249,5,521,317,face_with_mask,"[249, 5, 521, 317]"
3911,3093.png,251,133,485,315,mask_surgical,"[251, 133, 485, 315]"
3912,6415.png,192,25,631,692,face_with_mask,"[192, 25, 631, 692]"
3913,6415.png,223,388,597,689,mask_colorful,"[223, 388, 597, 689]"
3914,3358.png,894,159,1036,361,face_with_mask,"[894, 159, 1036, 361]"
3915,3358.png,796,288,899,438,face_with_mask,"[796, 288, 899, 438]"
3916,3358.png,817,381,887,433,mask_colorful,"[817, 381, 887, 433]"
3917,3358.png,899,280,992,357,mask_colorful,"[899, 280, 992, 357]"
3918,2257.png,91,43,543,564,face_with_mask,"[91, 43, 543, 564]"
3919,2257.png,96,238,530,559,mask_colorful,"[96, 238, 530, 559]"
3920,3649.png,444,14,575,207,face_with_mask,"[444, 14, 575, 207]"
3921,3649.png,451,113,557,201,mask_surgical,"[451, 113, 557, 201]"
3922,2707.png,189,43,535,498,face_with_mask,"[189, 43, 535, 498]"
3923,2707.png,191,193,521,286,eyeglasses,"[191, 193, 521, 286]"
3924,2707.png,196,230,507,497,mask_colorful,"[196, 230, 507, 497]"
3925,6026.jpg,423,116,768,566,face_no_mask,"[423, 116, 768, 566]"
3926,2508.png,214,160,364,317,face_with_mask,"[214, 160, 364, 317]"
3927,2508.png,207,157,370,244,hair_net,"[207, 157, 370, 244]"
3928,2508.png,275,260,348,318,mask_surgical,"[275, 260, 348, 318]"
3929,2508.png,281,227,353,258,eyeglasses,"[281, 227, 353, 258]"
3930,2508.png,285,209,381,315,face_shield,"[285, 209, 381, 315]"
3931,4949.png,112,232,189,313,face_with_mask,"[112, 232, 189, 313]"
3932,4949.png,118,274,174,308,mask_colorful,"[118, 274, 174, 308]"
3933,4799.png,85,71,347,397,face_with_mask,"[85, 71, 347, 397]"
3934,4799.png,142,198,349,364,mask_colorful,"[142, 198, 349, 364]"
3935,3122.png,297,65,360,149,face_with_mask,"[297, 65, 360, 149]"
3936,3122.png,425,101,466,171,face_with_mask,"[425, 101, 466, 171]"
3937,3122.png,82,98,152,178,face_with_mask,"[82, 98, 152, 178]"
